"Date","Price","Open","High","Low","Vol.","Change %"
"29/11/2016","1,107.84","1,115.27","1,123.60","1,104.26","1.44M","-1.00%"
"28/11/2016","1,118.99","1,124.58","1,137.06","1,103.94","1.92M","-0.77%"
"25/11/2016","1,127.69","1,084.38","1,131.08","1,074.67","4.28M","5.11%"
"24/11/2016","1,072.84","1,056.39","1,082.22","1,047.61","3.03M","1.49%"
"23/11/2016","1,057.10","1,053.50","1,060.34","1,042.81","1.28M","1.00%"
"22/11/2016","1,046.63","1,045.16","1,067.44","1,040.29","1.32M","0.10%"
"21/11/2016","1,045.60","1,042.32","1,049.08","1,031.93","1.79M","0.37%"
"18/11/2016","1,041.78","1,050.07","1,053.99","1,031.53","2.14M","-0.57%"
"17/11/2016","1,047.71","1,071.14","1,082.71","1,044.26","2.50M","-2.39%"
"16/11/2016","1,073.40","1,051.58","1,082.86","1,048.10","4.02M","3.22%"
"15/11/2016","1,039.92","1,037.76","1,057.69","1,005.90","6.29M","0.96%"
"11/11/2016","1,030.04","1,052.54","1,052.54","1,022.71","2.40M","-2.52%"
"10/11/2016","1,056.66","1,080.85","1,087.08","1,049.48","2.17M","-0.66%"
"09/11/2016","1,063.72","1,068.69","1,115.27","1,050.48","4.50M","-4.96%"
"08/11/2016","1,119.29","1,117.94","1,130.95","1,107.91","1.93M","0.27%"
"07/11/2016","1,116.27","1,146.10","1,149.53","1,107.94","2.05M","-2.30%"
"04/11/2016","1,142.50","1,137.33","1,145.24","1,124.58","1.18M","0.48%"
"03/11/2016","1,137.06","1,124.58","1,144.68","1,119.92","1.46M","0.67%"
"02/11/2016","1,129.51","1,147.62","1,149.09","1,125.07","2.33M","-1.95%"
"01/11/2016","1,152.03","1,176.40","1,176.40","1,144.26","2.93M","-1.72%"
"30/10/2016","1,172.16","1,175.91","1,180.93","1,167.72","85.35K","-0.32%"
"28/10/2016","1,175.91","1,181.45","1,183.95","1,170.66","1.75M","-0.80%"
"27/10/2016","1,185.42","1,166.59","1,191.01","1,159.63","2.94M","0.91%"
"26/10/2016","1,174.71","1,175.86","1,177.89","1,163.06","1.44M","-0.09%"
"25/10/2016","1,175.78","1,178.99","1,183.70","1,167.23","1.77M","-1.20%"
"24/10/2016","1,190.12","1,190.37","1,193.65","1,177.79","1.25M","-0.04%"
"21/10/2016","1,190.59","1,176.54","1,192.18","1,175.69","1.26M","1.15%"
"20/10/2016","1,177.11","1,175.02","1,181.13","1,169.68","1.27M","0.25%"
"19/10/2016","1,174.14","1,177.03","1,181.45","1,161.98","1.99M","-0.21%"
"18/10/2016","1,176.64","1,164.78","1,184.24","1,154.39","2.13M","1.60%"
"17/10/2016","1,158.14","1,161.30","1,164.68","1,149.29","2.73M","-0.16%"
"14/10/2016","1,159.97","1,134.87","1,170.17","1,123.11","7.74M","1.60%"
"13/10/2016","1,141.69","1,158.55","1,161.79","1,137.77","5.17M","-2.16%"
"10/10/2016","1,166.89","1,161.79","1,170.12","1,154.51","1.20M","0.53%"
"07/10/2016","1,160.76","1,170.66","1,170.66","1,156.05","1.82M","-0.88%"
"06/10/2016","1,171.03","1,174.09","1,177.72","1,163.18","2.27M","0.10%"
"05/10/2016","1,169.85","1,180.47","1,184.09","1,164.83","1.18M","-0.78%"
"04/10/2016","1,179.07","1,186.35","1,188.82","1,175.56","1.78M","-0.27%"
"03/10/2016","1,182.28","1,201.05","1,204.81","1,177.08","1.82M","-0.79%"
"30/09/2016","1,191.64","1,194.71","1,200.96","1,187.87","2.18M","-0.29%"
"29/09/2016","1,195.07","1,193.70","1,204.24","1,186.15","3.60M","0.61%"
"28/09/2016","1,187.84","1,191.74","1,194.93","1,184.00","1.73M","-0.54%"
"27/09/2016","1,194.24","1,177.08","1,200.07","1,177.08","2.04M","1.46%"
"26/09/2016","1,177.08","1,177.08","1,185.91","1,174.09","1.75M","0.13%"
"23/09/2016","1,175.61","1,167.72","1,178.43","1,162.40","1.80M","0.84%"
"22/09/2016","1,165.76","1,188.92","1,190.27","1,162.38","2.86M","-1.47%"
"21/09/2016","1,183.11","1,180.32","1,188.31","1,176.89","1.68M","0.29%"
"20/09/2016","1,179.73","1,181.94","1,184.83","1,169.39","1.18M","-0.21%"
"19/09/2016","1,182.16","1,159.39","1,189.78","1,152.03","2.80M","2.11%"
"16/09/2016","1,157.77","1,145.51","1,164.78","1,137.33","4.36M","1.49%"
"15/09/2016","1,140.73","1,147.11","1,148.16","1,135.73","2.82M","-0.06%"
"14/09/2016","1,141.47","1,157.91","1,165.56","1,132.42","2.07M","-1.30%"
"12/09/2016","1,156.47","1,145.66","1,158.87","1,139.29","2.02M","0.28%"
"09/09/2016","1,153.23","1,142.08","1,160.19","1,137.35","2.74M","1.31%"
"08/09/2016","1,138.35","1,156.93","1,156.93","1,120.04","7.02M","-4.85%"
"07/09/2016","1,196.42","1,225.42","1,225.42","1,187.82","3.85M","-1.75%"
"06/09/2016","1,217.75","1,235.32","1,235.44","1,215.76","2.24M","-1.22%"
"02/09/2016","1,232.82","1,231.45","1,235.08","1,223.63","1.74M","0.29%"
"01/09/2016","1,229.24","1,237.77","1,242.70","1,219.22","1.35M","-0.15%"
"31/08/2016","1,231.11","1,250.08","1,250.08","1,225.98","3.23M","-1.29%"
"30/08/2016","1,247.21","1,230.47","1,249.98","1,226.18","1.44M","1.74%"
"29/08/2016","1,225.84","1,242.70","1,242.70","1,209.27","1.49M","-0.97%"
"26/08/2016","1,237.80","1,254.88","1,261.13","1,234.00","1.25M","-1.02%"
"25/08/2016","1,250.59","1,264.78","1,269.54","1,238.31","1.94M","-0.82%"
"24/08/2016","1,260.89","1,269.59","1,275.57","1,259.42","1.12M","-1.11%"
"23/08/2016","1,275.10","1,247.60","1,277.02","1,245.27","1.50M","2.05%"
"22/08/2016","1,249.44","1,268.71","1,271.87","1,243.36","2.27M","-2.10%"
"19/08/2016","1,276.30","1,294.20","1,297.36","1,274.59","2.42M","-1.33%"
"18/08/2016","1,293.49","1,291.75","1,302.80","1,289.34","1.29M","0.53%"
"17/08/2016","1,286.62","1,323.12","1,323.12","1,283.41","1.85M","-2.49%"
"16/08/2016","1,319.54","1,342.24","1,343.22","1,310.79","3.18M","-1.71%"
"12/08/2016","1,342.46","1,326.06","1,345.57","1,324.62","2.33M","1.05%"
"11/08/2016","1,328.46","1,306.72","1,330.96","1,306.72","2.23M","1.29%"
"10/08/2016","1,311.55","1,299.59","1,314.79","1,298.12","2.06M","0.95%"
"09/08/2016","1,299.20","1,303.02","1,303.90","1,264.22","2.26M","0.03%"
"08/08/2016","1,298.86","1,294.20","1,307.92","1,288.83","2.06M","0.02%"
"05/08/2016","1,298.66","1,310.82","1,315.91","1,290.28","1.87M","-0.11%"
"04/08/2016","1,300.08","1,308.90","1,315.25","1,292.36","1.42M","-0.16%"
"03/08/2016","1,302.19","1,316.75","1,323.12","1,298.63","2.29M","-1.59%"
"02/08/2016","1,323.22","1,325.03","1,331.31","1,318.61","2.58M","-0.33%"
"01/08/2016","1,327.66","1,290.28","1,335.87","1,290.28","3.96M","3.40%"
"29/07/2016","1,284.05","1,281.45","1,291.70","1,274.10","2.49M","0.00%"
"28/07/2016","1,284.03","1,265.03","1,289.08","1,263.34","4.63M","1.62%"
"27/07/2016","1,263.58","1,252.53","1,264.98","1,247.63","1.75M","0.98%"
"26/07/2016","1,251.35","1,254.47","1,258.90","1,241.74","2.31M","-0.25%"
"25/07/2016","1,254.47","1,231.45","1,256.55","1,228.41","1.69M","1.74%"
"22/07/2016","1,232.97","1,225.03","1,237.33","1,221.64","1.52M","0.36%"
"21/07/2016","1,228.53","1,220.42","1,235.13","1,208.14","2.53M","0.44%"
"20/07/2016","1,223.09","1,201.05","1,226.79","1,200.15","2.82M","1.17%"
"19/07/2016","1,209.00","1,190.02","1,212.23","1,190.02","2.36M","1.35%"
"18/07/2016","1,192.94","1,199.58","1,210.37","1,191.54","2.60M","-0.49%"
"15/07/2016","1,198.78","1,233.90","1,239.19","1,189.56","8.34M","-3.03%"
"14/07/2016","1,236.30","1,218.70","1,239.78","1,211.35","2.70M","1.16%"
"13/07/2016","1,222.18","1,214.78","1,225.20","1,201.67","2.10M","1.14%"
"12/07/2016","1,208.38","1,211.69","1,213.31","1,194.12","1.47M","0.03%"
"11/07/2016","1,207.99","1,191.25","1,211.74","1,189.78","1.54M","1.55%"
"08/07/2016","1,189.58","1,193.70","1,197.16","1,178.26","2.46M","-0.13%"
"07/07/2016","1,191.15","1,219.54","1,221.57","1,188.80","3.32M","-2.23%"
"05/07/2016","1,218.36","1,222.72","1,224.12","1,214.36","1.56M","-0.36%"
"04/07/2016","1,222.72","1,233.41","1,238.24","1,216.74","1.88M","-0.27%"
"01/07/2016","1,225.98","1,255.96","1,257.23","1,222.80","2.20M","-2.05%"
"30/06/2016","1,251.60","1,236.35","1,256.40","1,225.74","5.12M","2.01%"
"29/06/2016","1,226.99","1,213.31","1,231.69","1,208.56","2.53M","1.58%"
"28/06/2016","1,207.89","1,223.53","1,226.99","1,205.17","4.50M","-1.28%"
"27/06/2016","1,223.53","1,248.61","1,248.61","1,217.06","4.27M","-3.03%"
"24/06/2016","1,261.82","1,257.50","1,271.26","1,232.50","3.77M","-2.70%"
"23/06/2016","1,296.82","1,301.55","1,303.76","1,286.99","1.40M","-0.84%"
"22/06/2016","1,307.75","1,299.10","1,312.68","1,290.15","1.76M","0.62%"
"21/06/2016","1,299.69","1,305.72","1,306.45","1,294.88","1.03M","-0.30%"
"20/06/2016","1,303.66","1,275.86","1,307.92","1,270.57","1.87M","2.18%"
"17/06/2016","1,275.86","1,254.49","1,279.49","1,254.49","1.88M","1.73%"
"16/06/2016","1,254.15","1,247.90","1,257.28","1,233.63","1.15M","0.06%"
"15/06/2016","1,253.44","1,240.27","1,257.38","1,236.35","1.27M","0.87%"
"14/06/2016","1,242.65","1,254.47","1,254.47","1,234.51","977.57K","-0.48%"
"13/06/2016","1,248.61","1,245.18","1,251.72","1,234.39","1.03M","-0.34%"
"10/06/2016","1,252.90","1,257.92","1,276.18","1,251.65","1.40M","-0.83%"
"09/06/2016","1,263.44","1,285.57","1,285.57","1,252.63","1.56M","-1.37%"
"08/06/2016","1,281.01","1,283.05","1,288.58","1,277.29","938.27K","-0.69%"
"07/06/2016","1,289.86","1,281.45","1,293.71","1,280.96","1.20M","0.71%"
"06/06/2016","1,280.72","1,284.64","1,293.71","1,276.16","1.32M","-0.65%"
"03/06/2016","1,289.08","1,299.79","1,303.02","1,284.64","1.55M","-0.78%"
"02/06/2016","1,299.17","1,274.59","1,301.21","1,274.59","1.41M","0.63%"
"01/06/2016","1,291.04","1,260.47","1,296.65","1,260.37","1.91M","2.50%"
"31/05/2016","1,259.59","1,294.20","1,297.63","1,255.96","3.72M","-2.54%"
"30/05/2016","1,292.43","1,266.26","1,295.15","1,265.76","1.35M","2.48%"
"27/05/2016","1,261.18","1,251.62","1,264.71","1,250.37","1.10M","0.94%"
"26/05/2016","1,249.44","1,240.27","1,257.38","1,228.07","1.94M","0.88%"
"25/05/2016","1,238.53","1,216.25","1,241.72","1,216.25","1.55M","2.38%"
"24/05/2016","1,209.73","1,217.72","1,219.81","1,205.76","1.34M","-0.95%"
"23/05/2016","1,221.37","1,247.14","1,248.07","1,215.86","1.53M","-1.50%"
"20/05/2016","1,239.93","1,246.30","1,257.82","1,236.74","1.23M","-1.08%"
"19/05/2016","1,253.48","1,252.53","1,254.98","1,238.36","1.04M","0.23%"
"18/05/2016","1,250.62","1,257.85","1,257.85","1,238.34","1.50M","-0.74%"
"17/05/2016","1,259.98","1,257.04","1,270.30","1,251.06","1.76M","0.75%"
"16/05/2016","1,250.64","1,244.19","1,257.33","1,236.60","1.11M","1.10%"
"13/05/2016","1,237.04","1,257.43","1,257.92","1,230.54","1.62M","-1.67%"
"12/05/2016","1,258.02","1,235.64","1,259.83","1,235.64","1.51M","1.90%"
"11/05/2016","1,234.54","1,225.57","1,238.12","1,220.66","1.60M","-0.18%"
"10/05/2016","1,236.79","1,232.92","1,242.21","1,223.61","1.16M","0.41%"
"09/05/2016","1,231.72","1,212.53","1,234.39","1,204.19","1.82M","1.58%"
"06/05/2016","1,212.53","1,208.41","1,217.87","1,191.74","885.60K","0.13%"
"05/05/2016","1,211.01","1,214.78","1,220.64","1,207.70","1.25M","-0.31%"
"04/05/2016","1,214.78","1,212.77","1,222.65","1,204.49","1.36M","0.00%"
"03/05/2016","1,214.83","1,237.82","1,240.27","1,211.84","2.15M","-1.92%"
"02/05/2016","1,238.66","1,239.78","1,240.27","1,225.57","1.12M","-0.35%"
"29/04/2016","1,242.97","1,233.90","1,246.16","1,230.47","2.37M","0.31%"
"28/04/2016","1,239.17","1,226.20","1,245.18","1,224.63","4.99M","0.66%"
"27/04/2016","1,231.01","1,215.76","1,232.72","1,213.75","1.85M","0.86%"
"26/04/2016","1,220.57","1,200.56","1,222.38","1,197.13","2.55M","1.57%"
"25/04/2016","1,201.67","1,177.67","1,204.51","1,177.67","2.27M","1.42%"
"22/04/2016","1,184.90","1,185.86","1,193.90","1,178.60","1.96M","-0.30%"
"21/04/2016","1,188.51","1,201.55","1,209.58","1,182.52","2.53M","-1.06%"
"20/04/2016","1,201.23","1,242.68","1,242.68","1,196.15","6.41M","-2.75%"
"18/04/2016","1,235.25","1,202.53","1,251.79","1,196.15","7.12M","-0.26%"
"13/04/2016","1,238.41","1,240.27","1,247.63","1,231.69","1.60M","0.32%"
"12/04/2016","1,234.46","1,224.59","1,237.82","1,219.73","1.30M","0.46%"
"11/04/2016","1,228.83","1,192.72","1,233.90","1,182.92","2.40M","3.07%"
"08/04/2016","1,192.26","1,208.90","1,212.67","1,189.78","1.40M","-1.57%"
"07/04/2016","1,211.25","1,215.76","1,218.07","1,204.49","2.39M","-0.45%"
"06/04/2016","1,216.69","1,210.86","1,220.17","1,205.64","1.76M","0.78%"
"05/04/2016","1,207.31","1,211.25","1,218.16","1,197.16","1.49M","-0.34%"
"04/04/2016","1,211.47","1,204.00","1,219.68","1,199.58","1.75M","0.71%"
"01/04/2016","1,202.97","1,228.02","1,235.79","1,193.26","3.04M","-2.63%"
"31/03/2016","1,235.52","1,214.93","1,250.08","1,211.91","4.36M","1.24%"
"30/03/2016","1,220.42","1,211.30","1,228.02","1,205.96","2.14M","0.81%"
"29/03/2016","1,210.57","1,214.78","1,219.17","1,203.51","1.84M","-0.16%"
"28/03/2016","1,212.53","1,221.15","1,233.97","1,206.72","3.32M","-0.02%"
"23/03/2016","1,212.72","1,219.63","1,219.63","1,204.63","2.28M","0.03%"
"22/03/2016","1,212.38","1,197.13","1,218.21","1,194.44","1.95M","1.10%"
"21/03/2016","1,199.22","1,189.29","1,203.48","1,186.35","2.34M","0.84%"
"18/03/2016","1,189.22","1,156.93","1,191.25","1,156.93","3.20M","3.14%"
"17/03/2016","1,153.04","1,144.19","1,157.82","1,143.21","2.22M","1.07%"
"16/03/2016","1,140.78","1,134.87","1,143.21","1,130.90","1.92M","-0.12%"
"15/03/2016","1,142.18","1,151.57","1,158.65","1,137.37","1.62M","-1.07%"
"14/03/2016","1,154.48","1,157.91","1,175.56","1,147.13","1.64M","-0.43%"
"11/03/2016","1,159.51","1,147.13","1,172.06","1,144.68","1.53M","0.72%"
"10/03/2016","1,151.20","1,155.00","1,156.86","1,134.85","1.66M","-0.38%"
"09/03/2016","1,155.59","1,147.62","1,161.54","1,125.14","2.02M","0.13%"
"08/03/2016","1,154.14","1,148.16","1,160.37","1,129.58","1.27M","-0.14%"
"04/03/2016","1,155.73","1,166.74","1,166.74","1,151.81","1.51M","-0.66%"
"03/03/2016","1,163.38","1,145.17","1,172.13","1,128.01","2.65M","2.34%"
"02/03/2016","1,136.76","1,129.97","1,142.23","1,106.07","1.53M","1.85%"
"01/03/2016","1,116.07","1,075.07","1,120.22","1,059.87","2.00M","4.59%"
"29/02/2016","1,067.13","1,096.64","1,096.64","1,036.83","2.19M","-1.52%"
"26/02/2016","1,083.65","1,093.06","1,106.39","1,078.30","1.54M","-0.11%"
"25/02/2016","1,084.80","1,088.20","1,092.22","1,071.46","1.83M","0.09%"
"24/02/2016","1,083.87","1,109.11","1,109.11","1,079.09","1.66M","-2.34%"
"23/02/2016","1,109.87","1,132.55","1,137.28","1,106.32","1.31M","-2.24%"
"22/02/2016","1,135.32","1,137.45","1,148.60","1,129.97","1.32M","-0.16%"
"19/02/2016","1,137.15","1,131.12","1,140.76","1,130.19","879.01K","0.16%"
"18/02/2016","1,135.29","1,120.17","1,137.20","1,116.74","1.53M","1.77%"
"17/02/2016","1,115.53","1,110.36","1,117.54","1,101.24","1.59M","0.44%"
"16/02/2016","1,110.63","1,110.85","1,118.70","1,099.58","1.59M","-0.16%"
"15/02/2016","1,112.40","1,103.01","1,130.88","1,098.11","2.48M","1.91%"
"12/02/2016","1,091.54","1,078.50","1,099.77","1,060.85","2.17M","1.30%"
"11/02/2016","1,077.49","1,117.72","1,122.13","1,064.60","1.96M","-3.12%"
"10/02/2016","1,112.23","1,115.27","1,122.57","1,106.98","1.89M","-0.55%"
"09/02/2016","1,118.40","1,143.99","1,143.99","1,105.75","2.49M","-3.45%"
"08/02/2016","1,158.38","1,176.54","1,182.45","1,150.56","1.06M","-2.44%"
"05/02/2016","1,187.30","1,180.51","1,196.13","1,180.51","1.40M","0.08%"
"04/02/2016","1,186.37","1,187.28","1,196.15","1,177.52","1.25M","0.16%"
"03/02/2016","1,184.53","1,170.42","1,191.20","1,157.08","1.31M","0.76%"
"02/02/2016","1,175.61","1,180.96","1,192.72","1,166.59","1.48M","-0.19%"
"01/02/2016","1,177.87","1,172.18","1,182.89","1,156.44","1.50M","0.48%"
"29/01/2016","1,172.28","1,156.30","1,176.54","1,144.70","2.24M","2.58%"
"28/01/2016","1,142.82","1,135.12","1,151.49","1,131.47","3.11M","0.49%"
"27/01/2016","1,137.20","1,128.50","1,142.20","1,118.65","1.63M","0.65%"
"25/01/2016","1,129.80","1,128.45","1,146.64","1,123.35","1.40M","0.39%"
"22/01/2016","1,125.44","1,114.28","1,128.53","1,107.91","1.34M","1.83%"
"21/01/2016","1,105.22","1,120.17","1,122.57","1,100.93","2.68M","-1.12%"
"20/01/2016","1,117.77","1,114.68","1,120.17","1,099.58","1.62M","0.04%"
"19/01/2016","1,117.37","1,116.25","1,127.52","1,111.98","967.91K","0.07%"
"18/01/2016","1,116.56","1,108.89","1,123.55","1,107.91","2.21M","0.73%"
"15/01/2016","1,108.45","1,122.05","1,123.45","1,105.46","3.27M","-0.78%"
"14/01/2016","1,117.13","1,114.28","1,126.98","1,103.01","2.74M","-0.02%"
"13/01/2016","1,117.32","1,135.85","1,140.76","1,105.51","4.75M","-2.06%"
"12/01/2016","1,140.78","1,158.26","1,159.39","1,128.31","3.48M","-1.49%"
"11/01/2016","1,158.09","1,167.96","1,168.70","1,151.47","2.93M","-1.47%"
"08/01/2016","1,175.37","1,169.19","1,180.15","1,163.06","1.91M","1.11%"
"07/01/2016","1,162.45","1,161.84","1,168.16","1,156.93","3.20M","-0.43%"
"06/01/2016","1,167.52","1,152.13","1,169.75","1,152.13","2.65M","1.39%"
"05/01/2016","1,151.52","1,169.19","1,169.97","1,147.62","2.68M","-0.87%"
"04/01/2016","1,161.64","1,181.52","1,183.41","1,159.90","1.87M","-1.94%"
"01/01/2016","1,184.58","1,195.66","1,195.66","1,182.55","712.26K","-0.84%"
"31/12/2015","1,194.61","1,184.26","1,200.32","1,180.22","1.24M","0.77%"
"30/12/2015","1,185.51","1,202.55","1,205.47","1,182.57","1.61M","-1.53%"
"29/12/2015","1,203.90","1,205.15","1,208.56","1,198.97","1.71M","-0.28%"
"28/12/2015","1,207.28","1,190.27","1,209.09","1,186.45","3.70M","1.17%"
"24/12/2015","1,193.33","1,186.84","1,195.27","1,178.50","843.16K","0.35%"
"23/12/2015","1,189.19","1,183.90","1,193.70","1,181.72","849.83K","0.86%"
"22/12/2015","1,179.02","1,196.15","1,196.15","1,176.54","1.56M","-1.69%"
"21/12/2015","1,199.29","1,186.32","1,201.05","1,179.90","1.61M","1.22%"
"18/12/2015","1,184.78","1,186.35","1,193.31","1,176.86","3.02M","-0.94%"
"17/12/2015","1,196.03","1,183.90","1,198.60","1,173.28","1.62M","1.30%"
"16/12/2015","1,180.66","1,168.70","1,183.65","1,168.70","1.44M","1.37%"
"15/12/2015","1,164.70","1,165.98","1,169.19","1,158.43","1.14M","-0.11%"
"14/12/2015","1,165.98","1,144.78","1,170.17","1,142.52","2.72M","-0.32%"
"11/12/2015","1,169.68","1,168.21","1,172.60","1,158.53","1.65M","0.06%"
"10/12/2015","1,168.97","1,161.35","1,172.23","1,153.01","1.72M","0.71%"
"09/12/2015","1,160.68","1,146.10","1,163.21","1,137.33","5.28M","1.66%"
"08/12/2015","1,141.74","1,137.03","1,151.54","1,136.00","1.14M","0.40%"
"07/12/2015","1,137.23","1,143.31","1,149.04","1,135.00","1.38M","-0.37%"
"04/12/2015","1,141.44","1,147.13","1,150.71","1,137.86","1.25M","-0.95%"
"03/12/2015","1,152.40","1,156.93","1,163.31","1,150.56","2.28M","-0.61%"
"02/12/2015","1,159.48","1,165.76","1,165.81","1,150.32","1.64M","0.14%"
"01/12/2015","1,157.87","1,158.36","1,165.78","1,155.49","1.72M","-0.12%"
"30/11/2015","1,159.24","1,159.39","1,172.25","1,152.11","4.10M","0.48%"
"27/11/2015","1,153.67","1,151.05","1,156.66","1,143.45","1.74M","0.33%"
"26/11/2015","1,149.85","1,165.71","1,167.92","1,146.08","2.92M","-0.95%"
"24/11/2015","1,160.83","1,166.76","1,172.84","1,159.63","998.64K","-0.97%"
"23/11/2015","1,172.16","1,179.14","1,183.11","1,167.84","1.09M","-0.30%"
"20/11/2015","1,175.73","1,160.12","1,188.09","1,157.89","2.01M","1.52%"
"19/11/2015","1,158.18","1,159.56","1,167.52","1,153.01","1.87M","0.47%"
"18/11/2015","1,152.74","1,171.10","1,171.10","1,150.07","1.52M","-1.64%"
"17/11/2015","1,171.91","1,166.98","1,175.78","1,164.29","1.99M","0.67%"
"16/11/2015","1,164.09","1,171.64","1,171.64","1,154.97","2.04M","-0.95%"
"13/11/2015","1,175.27","1,195.20","1,195.20","1,169.95","2.74M","-2.89%"
"11/11/2015","1,210.27","1,213.31","1,213.31","1,201.05","135.16K","0.43%"
"10/11/2015","1,205.05","1,212.31","1,214.29","1,201.05","1.36M","-0.53%"
"09/11/2015","1,211.52","1,223.12","1,226.91","1,210.17","2.02M","-1.37%"
"06/11/2015","1,228.39","1,221.64","1,234.51","1,217.45","908.02K","0.93%"
"05/11/2015","1,217.06","1,240.67","1,242.70","1,215.76","1.60M","-2.02%"
"04/11/2015","1,242.14","1,247.63","1,248.70","1,235.37","991.43K","-0.38%"
"03/11/2015","1,246.87","1,239.29","1,249.00","1,234.64","1.36M","1.04%"
"02/11/2015","1,234.07","1,225.57","1,236.74","1,219.46","1.32M","0.89%"
"30/10/2015","1,223.21","1,225.57","1,231.40","1,218.21","1.52M","-0.01%"
"29/10/2015","1,223.29","1,242.01","1,242.92","1,220.69","3.13M","-1.33%"
"28/10/2015","1,239.83","1,230.49","1,242.01","1,230.49","1.26M","-0.08%"
"27/10/2015","1,240.81","1,240.30","1,247.58","1,235.54","1.53M","-0.21%"
"26/10/2015","1,243.48","1,249.59","1,249.59","1,232.97","1.41M","-0.02%"
"23/10/2015","1,243.78","1,249.10","1,249.10","1,238.95","2.34M","0.28%"
"21/10/2015","1,240.27","1,242.72","1,246.16","1,236.47","1.93M","0.13%"
"20/10/2015","1,238.68","1,223.73","1,240.27","1,223.41","2.70M","1.53%"
"19/10/2015","1,220.05","1,220.66","1,223.09","1,203.92","3.13M","0.61%"
"16/10/2015","1,212.70","1,216.20","1,221.64","1,210.86","2.33M","0.24%"
"15/10/2015","1,209.76","1,220.66","1,227.28","1,208.41","3.22M","-0.64%"
"14/10/2015","1,217.58","1,249.10","1,249.10","1,215.76","8.34M","-4.42%"
"13/10/2015","1,273.88","1,275.96","1,280.47","1,258.71","6.18M","0.23%"
"12/10/2015","1,270.96","1,301.55","1,304.17","1,268.22","2.46M","-1.41%"
"09/10/2015","1,289.12","1,299.35","1,299.39","1,278.51","2.25M","-0.16%"
"08/10/2015","1,291.16","1,308.90","1,313.00","1,284.39","2.36M","-0.76%"
"07/10/2015","1,301.04","1,320.65","1,331.95","1,297.61","2.07M","-1.71%"
"06/10/2015","1,323.61","1,335.87","1,336.36","1,315.77","3.98M","-0.43%"
"05/10/2015","1,329.32","1,300.42","1,357.93","1,300.42","4.81M","2.54%"
"01/10/2015","1,296.45","1,274.10","1,299.08","1,270.77","2.83M","2.18%"
"30/09/2015","1,268.73","1,296.01","1,296.01","1,260.35","3.37M","-0.01%"
"29/09/2015","1,268.83","1,266.43","1,291.26","1,259.81","3.33M","-0.21%"
"28/09/2015","1,271.50","1,271.65","1,283.90","1,264.54","2.37M","0.52%"
"24/09/2015","1,264.98","1,242.97","1,269.69","1,240.22","2.35M","1.89%"
"23/09/2015","1,241.57","1,242.38","1,253.88","1,231.74","1.23M","0.23%"
"22/09/2015","1,238.70","1,253.75","1,261.06","1,220.66","2.08M","-0.95%"
"21/09/2015","1,250.59","1,250.08","1,253.56","1,241.84","1.11M","-0.01%"
"18/09/2015","1,250.69","1,257.43","1,267.73","1,244.69","2.46M","0.04%"
"16/09/2015","1,250.25","1,252.53","1,257.43","1,245.69","1.76M","0.11%"
"15/09/2015","1,248.90","1,250.89","1,254.44","1,243.21","1.38M","-0.16%"
"14/09/2015","1,250.89","1,257.43","1,257.43","1,246.65","1.59M","-0.01%"
"11/09/2015","1,251.06","1,248.36","1,259.10","1,245.47","1.59M","0.26%"
"10/09/2015","1,247.82","1,246.16","1,264.05","1,238.80","2.67M","-0.17%"
"09/09/2015","1,249.96","1,256.43","1,261.84","1,247.14","2.05M","0.37%"
"08/09/2015","1,245.32","1,247.63","1,256.99","1,237.09","1.79M","0.02%"
"07/09/2015","1,245.05","1,251.55","1,254.96","1,241.60","1.76M","-0.30%"
"04/09/2015","1,248.83","1,280.18","1,281.89","1,244.76","2.43M","-2.23%"
"03/09/2015","1,277.33","1,272.68","1,281.94","1,262.95","2.27M","0.53%"
"02/09/2015","1,270.57","1,254.83","1,284.61","1,249.10","3.77M","2.14%"
"01/09/2015","1,243.90","1,253.02","1,280.08","1,240.27","2.99M","-1.04%"
"31/08/2015","1,256.97","1,269.69","1,269.69","1,240.79","3.69M","-0.26%"
"28/08/2015","1,260.30","1,279.00","1,279.00","1,253.85","2.74M","-0.15%"
"27/08/2015","1,262.16","1,281.89","1,281.89","1,248.02","5.26M","-0.08%"
"26/08/2015","1,263.19","1,254.02","1,293.71","1,231.42","3.22M","0.37%"
"25/08/2015","1,258.48","1,268.66","1,285.37","1,242.97","3.93M","-0.45%"
"24/08/2015","1,264.12","1,293.71","1,296.65","1,259.44","4.69M","-3.64%"
"21/08/2015","1,311.92","1,329.49","1,338.27","1,301.60","3.54M","-0.40%"
"20/08/2015","1,317.17","1,345.67","1,345.67","1,309.89","2.35M","-1.71%"
"19/08/2015","1,340.08","1,348.12","1,349.52","1,334.35","1.69M","-0.27%"
"18/08/2015","1,343.66","1,326.99","1,348.07","1,318.71","1.92M","2.09%"
"17/08/2015","1,316.14","1,318.76","1,322.04","1,301.55","773.64K","-0.68%"
"14/08/2015","1,325.18","1,293.22","1,333.10","1,292.78","2.29M","2.56%"
"13/08/2015","1,292.04","1,308.90","1,315.77","1,253.02","1.41M","-1.35%"
"12/08/2015","1,309.74","1,276.11","1,319.40","1,275.57","3.48M","2.59%"
"11/08/2015","1,276.65","1,263.80","1,279.49","1,246.20","2.20M","1.25%"
"10/08/2015","1,260.91","1,260.86","1,269.20","1,253.31","1.43M","0.79%"
